İŞLEM YAPAN PERSONEL;FATURA TARİHİ;MARKA;İŞLETME ADI;CİHAZIN ADI;MODEL;CİHAZ SERİ NO;"TEKNİK SERVİSE 
 GİRİŞ TARİHİ";"TEKNİK SERVİSTEN 
 ÇIKIŞ TARİHİ";CİHAZ SORUNU;CİHAZ SORUN AÇIKLAMALARI;YAPILAN İŞLEM;TEKNİK SERVİS MASRAFI;"BİZİM MÜŞTERİYE
 SÖYLEDİĞİMİZ  MASRAF";ONAYLAYAN KİŞİ;"CONNECTE
 YAZILDI MI";;;;;;;;;;;;;;;;;;;;;;;
;;;KÖFTECİ YUSUF ÇORUM;ROBOTPOS CİHAZ;;R20220010108;12.05.2022;;EKRAN KENDİLİĞİNDEN İŞLEM YAPIYOR.;;FORMAT ATILDI SORUN GÖRÜLMEDİ.;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;KÖFTECİ YUSUF ÇORUM;ROBOTPOS MÜŞTERİ ERAKNI;;R2201060171;12.05.2022;;CİHAZ İLE GELDİ GENEL KONTROL.;;GENEL KONTROL YAPILDI SORUN GÖRÜLMEDİ.;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;KÖFTECİ YUSUF BURSA YALOVA YOLU;ROBOTPOS CİHAZ + MÜŞTERİ EKRANI;;R20210030123 + (R2106190143);12.05.2022;;EKRANIN ALT YARISINDA RENK PROBLEMİ VAR.;;BİOS UPDATE VE FORMAT ATILDI EKRAN KABLOSU SÖK TAK YAPILDI SORUN GÖRÜLMEDİ.;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;ISS VESTEL MANİSA;ROBOTPOS CİHAZ + MÜŞTERİ EKRANI;;2016001083 + (2016301088);13.05.2022;;CİHAZ DONUYOR.;;METİN BEY BİLGİİSNDE KİNGSTONE 64 GB DİSK TAKILDI SORUN GÖRÜLMEDİ.;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;KAHVE DÜNYASI DENİZLİ FORUM;ROBOTPOS CİHAZ + MÜŞTERİ EKRANI;;2016001014 + (2016301124);16.05.2022;;DOKUNMATİK ARIZASI VE USB PORT ÇALIŞMIYOR.;;İMAJ ATILDI TEST EDİLDİ. SIFIR ADAPTÖR VE POWER İLE GÖNDERİLDİ.;;;;;;;;;;;;;;;;;;;;;;;;;;;
;06.12.2019;;CELTIC IRISH PUB NARMANLI HAN;ROBOTPOS YAZICI;;1906060034;18.05.2022;;SİLİK YAZMA SORUNU--TERMAL KAFA DEĞİŞECEK;;55USD+KDV;Osman bey dönüş yapacak 18.05.2022--20 05 2022 osman bey onaylamadı, bu şekilde kullanmaya devam edecek ;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;KAHVE DÜNYASI ANKARA BÜYÜKESAT;ROBOTPOS CİHAZ + MÜŞTERİ EKRANI;;2016001171 + (R2016301135);18.05.2022;;DONMA SORUNU;;BIOS UPDATE YAPILDI, İMAJ ATILDI, METİN BEY BİLGİSİNDE KİNGSTON 64 GB DİSK TAKILDI.FIRAT BAKTI;;;;;;;;;;;;;;;;;;;;;;;;;;;
;11.10.2021;;TAVUK DÜNYASI ANTALYA BEACH PARK; MÜŞTERİ EKRANI;;R2106190021;19.05.2022;;MÜÜŞTERİ EKRANI ÖN CAMI KIRILMASI KARGODA.;;KIRIK OLAN ÖN CAM DEĞİŞTİRİLDİ. TEST EDİLDİ. SORUN GÖRÜLMEDİ.KARGOLANDI;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;DÖNERCİ HAMDİ USTA ÜSKÜDAR;ROBOTPOS CİHAZ;;R2018002233;19.05.2022;;DONMA SORUNU;;İMAJ ATILDI. TEST PROGRAMI İLE TEST EDİLDİ SORUN GÖRÜLMEDİ.;;;;;;;;;;;;;;;;;;;;;;;;;;;
;18.12.2017;;FARİKA DÖNER ÜMRANİYE TEPEÜSTÜ;ROBOTPOS YAZICI;;1708030088;19.05.2022;;SİLİK YAZMA--TERMAL KAFA DEĞİŞECEK;;55USD+KDV;SERKAN BEY ONAYLADI 20.05.2022;;;;;;;;;;;;;;;;;;;;;;;;;;
;08.06.2020;;ISS TEKFEN TOWER LEVENT;ROBOTPOS CİHAZ + MÜŞTERİ EKRANI;;R2019003088 +( R1910230178 );20.05.2022;;CİHAZ AÇILMIYOR;;ANAKART DEĞİŞTİ BİOS UPDATE VE FORMAT ATILDI.TESTTE;GARANTİDEN;;;;;;;;;;;;;;;;;;;;;;;;;;
;13.08.2021;;TAVUK DÜNYASI DARICA CADDE;ROBOTPOS YAZICI;;2003120100;23.05.2022;;SİLİK YAZMA. ÖN KAPAK KIRIK.;;GARANTİ DAHİLİNDE.TERMAL KAFA DEĞİŞTİ.;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;KAHVE DÜNYASI İZMİT ÇARŞI;ROBOTPOS CİHAZ + MÜŞTERİ EKRANI;;R2016002015 +(R2016302070);23.05.2022;;DOKUNMATİK ARADA ÇALIŞMAMA, DİSK DOLU OLMASI VE YAVAŞ ÇALIŞMA. GENEL KONTROL;;120 GB SSD TAKILDI. BIOS UPDATE YAPILDI. İMAJ ATILDI.;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;KAHVE DÜNYASI ANKARA BÜYÜKESAT;ROBOTPOS CİHAZ + MÜŞTERİ EKRANI;;2016001171 + (R2016301135);23.05.2022;;COM4 VİDALARI TAKILI OLMADIĞINDAN GERİ GELDİ.;;COM PORT VİDALARI TAKILDI. TEST EDİLDİ. CİHAZLARIN YANINDA YAZARKASA COM VE TERAZİ COM KABLO GÖNDERİLDİ.;;;;;;;;;;;;;;;;;;;;;;;;;;;
;13.08.2021;;TAVUK DÜNYASI DARICA CADDE;ROBOTPOS YAZICI;;2003120052;24.05.2022;;SİLİK YAZMA;;GARANTİ KAPSAMINDA TERMAL KAFA DEĞİŞTİ.;;;;;;;;;;;;;;;;;;;;;;;;;;;
;18.12.2017;;FARİKA DÖNER ÜMRANİYE TEPEÜSTÜ;ROBOTPOS YAZICI;;1708030085;24.05.2022;;SİLİK YAZMA--TERMAL KAFA DEĞİŞİCEK;;TERMAL KAFA DEĞİŞECEK;55USD+KDV;25.05.2022 SERKAN BEY ONAYLADI ;;;;;;;;;;;;;;;;;;;;;;;;;
;;;KAHVE DÜNYAS MERSİN MARINA ;ROBOTPOS CİHAZ + MÜŞTERİ EKRANI;;R2016002042 + (R2016302012);26.05.2022;;MÜŞTERİ EKRANI KARINCALANMA SORUNU;;BİOS UPDATE YAPILDI FORMAT ATILDI. MÜŞTERİ EKRANI KABLOSU VE MÜŞTERİ EKRANI ANA KARTI DEĞİŞTİRİLDİ.;;;;;;;;;;;;;;;;;;;;;;;;;;;
;19.02.2020;;KÖFTECİ RAMİZ ÖZDİLEK İSTANBUL PARK AVM;ROBOTPOS YAZICI;;1906060220;27.05.2022;;SİLİK YAZMA ;;TERMAL KAFA DEĞİŞECEK;55USD+KDV;MEHMET BEY DÖNÜŞ YAPACAK 27.05.2022----491409 NOLU DESTEKTE MEHMET ALİ OĞUZ BEY TERMAL KAFA MASRAFINI ONAYLADI.;;;;;;;;;;;;;;;;;;;;;;;;;
;;;KAHVE DÜNYASI ALANYA KAHYA OTEL;ROBOTPOS CİHAZ+MÜŞTERİ EKRANI;;R2017001038+(097DL170868017);27.05.2022;;CİHAZ AÇILMIYOR.;;FORMAT ATILDI SORUN GÖRÜLMEDİ.;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;KAHVE DÜNYASI GÖCEK;VİNTEC CİHAZ+VENTEC GÖSTERGE;;6745A170863046D + (097DL170868027);27.05.2022;;DOKUNMATİK ARIZASI.;;MERKEZE AİT ARIZALI OLAN BAŞKA BİR VİNTEC CİHAZDAN DOKUNMATİK EKRAN ALINARAK, DOKUNMATİK EKRAN DEĞİŞİMİ YAPILDI.;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;GREEN SALADS BEYLİKDÜZÜ MİGROS;ROBOTPOS CİHAZ;;R2017001198;30.05.2022;;İÇ EKRAN ZARAR GÖRMÜŞ GENEL KONTROL.;;DOKUNMATİK PANEL DEĞİŞECEK M EKRAN;230USD+KDV;220usd+kdv ;;31.05.2022 bülent bey dönü yapacak. Bülent bey 06.06.2022 onaylamadı. ;;;;;;;;;;;;;;;;;;;;;;;
;;;GREEN SALADS BEYLİKDÜZÜ MİGROS;ROBOTPOS YAZICI;;1612090057;30.05.2022;;MERDANE , FEED TUŞU VE SENSOR HATASI,ERROR VERİYOR.;;TERMAL+ANAKART  DEĞİŞECEK;120USD+KDV ;sıfır yazıcı satış fiyatı 205,25 bizde kalır ve sıfır alırsa 125usd+kdv ;;;;;;;;;;;;;;;;;;;;;;;;;
;;;KAHVE DÜNYASI ANKARA BÜYÜKESAT;ROBOTPOS CİHAZ + MÜŞTERİ EKRANI;;2016001171 + (R2016301135);30.05.2022;;DİSKİN DE SORUN OLMUŞ;;120 GB DİSK TAKILDI MÜŞTERİ EYEĞI ONARILDI. (GÜRKAN);;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;KAHVE DÜNYASI AYDIN FORUM AVM;ROBOTPOS CİHAZ + MÜŞTERİ EKRANI;;R2016002118 + ( R2016302031 );31.05.2022;;SES SORUNU;;HOPARLÖR DEĞİŞTİRİLDİ. FORMAT ATILDI.;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;KAHVE DÜNYASI ACIBADEM;ROBOTPOS CİHAZ;;2016001168;02.06.2022;;EKRAN KIRIK.;;120 gb ssd ve dokunmatik panel değişip bios update ve format atıldı sorun görülmedi. hazır;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;TAVUK DÜNYASI AKBATI;ROBOTPOS YAZICI;;2106080060 (PSF1012 YERİNE VERİLDİ.);02.06.2022;;RULO KAPAĞI ARIZASI.ŞUBENİN KIRILAN 120204V1412ATN (PSF1012) POSSİFY YAZICISI YERİNE VERİLEN YAZICI.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;30.01.2019;;ETİLER MARMARİS TUZLA AYDINLI;ROBOTPOS YAZICI;;1811250275;02.06.2022;;SİLİK YAZMA, FİŞİ YARIM KESME;;termal kaf adeğişti sorun görülmedi.;55USD+KDV;03.06.2022 enes bey arandı ulaşılmadı ENES BEYLE GÖRÜŞÜLDÜ DÖNÜŞ YAPACAK..  ENES BEY ONAYLADI--KUR 16,4686 ;;;;;;;;;;;;;;;;;;;;;;;;;
;;;KAHVE DÜNYASI ANKARA 7.CADDE;ROBOTPOS YAZICI;;1805120235;03.06.2022;;SİLİK YAZMA.;;MERKEZE AİT 1906060126 ROBOTPOS YAZICI GÖDNERİLDİ.;;;;;;;;;;;;;;;;;;;;;;;;;;;
;26.10.2017;;KAYSERİ MUTFAĞI HİLLTOWN AVM;ROBOTPOS MÜŞTERİ EKRANI;;R2017301050;03.06.2022;;GÖRÜNTÜ GELMİYOR.;;TEST EDİLDİ SORUN GÖRÜLMEDİ.;;;;;;;;;;;;;;;;;;;;;;;;;;;
;05.04.2019 (MR.LOKMACI CADDEBOSTAN);;İNTİBA DÖNER KAĞITHANE;ROBOTPOS YAZICI;;1811250297;03.06.2022;;YARIM KESME VE FİŞ SARMA.TERMAL KAFA DEĞİŞMESİ GEREKMEKTEDİR.;;TERMAL KAFA DEĞİŞECEK;55USD+KDV;KADİR BEY ONAYLADI 08.06.2022 ;FATURA KOBE RES. OLARAK KESİLECEK. ;;;;;;;;;;;;;;;;;;;;;;;;
;18.01.2019;;TAVUK DÜNYASI MECİDİYEKÖY;ROBOTPOS YAZICI;;1811250148;03.06.2022;;SİLİK YAZMA.TERMAL KAFA DEĞİŞMESİ GEREKMEKTEDİR.;;TERMAL KAFA DEĞİŞECEK;50USD+KDV;08.06.2022 MUHAMMET BEY DONUS YAPACAK --- SÜLEYMAN BEY 05350614505---kur 16,7385  SÜLEYMAN BEY ONAYLADI ;;;;;;;;;;;;;;;;;;;;;;;;;
;18.01.2019;;TAVUK DÜNYASI MECİDİYEKÖY;ROBOTPOS YAZICI;;1811250145;03.06.2022;;SİLİK YAZMA.TERMAL KAFA DEĞİŞMESİ GEREKMEKTEDİR.;;TERMAL KAFA DEĞİŞECEK;50USD+KDV;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;KAHVE DÜNYASI ANTAKYA PALLADİUM;ROBOTPOS CİHAZ+MÜŞTERİ EKRANI;;R2016002155+(R2016302099);06.06.2022;;MÜŞTERİ EKRANI GÖRÜNTÜ PROBLEMİ.;;FORMAT ATILDI TEST EDİLDİ SORUN GÖRÜLMEDİ (FIRAT TANYELİ);;;;;;;;;;;;;;;;;;;;;;;;;;;
;25.05.2019;;EKMEK ARASI ZONGULDAK EREĞLİ;ROBOTPOS MÜŞTERİ EKRANI;;R2101080033;06.06.2022;;MAVİ EKRAN HATASI.;;DATA KABLOSU FLEXİ KABLO VE ANAKARTI DEĞİŞTİ.SORUN GÖRÜLMEDİ.;;;;;;;;;;;;;;;;;;;;;;;;;;;
;24.03.2021;;TAVUK DÜNYASI TAKSİM İSTİKLAL;ROBOTPOS CİHAZ;;R20210020246;07.06.2022;;TEMİZLENİP BİOS UPDATE YAPILIP PLASTİK COVER TAKILACAK ŞUBEDEKİ ADAPTÖR ROBOTPOS CİHAZ ADAPTÖRÜ DEĞİLDİR.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;24.03.2021;;TAVUK DÜNYASI TAKSİM İSTİKLAL;ROBOTPOS CİHAZ;;R20210020245;07.06.2022;;TEMİZLENİP BİOS UPDATE YAPILIP PLASTİK COVER TAKILACAK ŞUBEDEKİ ADAPTÖR ROBOTPOS CİHAZ ADAPTÖRÜ DEĞİLDİR.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;EKMEK ARASI ESKİŞEHİR HAMAMYOLU;ROBOTPOS CİHAZ+MÜŞTERİ EKRANI;;R20220010280+(R2201060111);09.06.2022;;MÜŞTERİ EKRANI SORUNU.;;MÜŞTERİ EKRANI SÖKTAK YAPILDI SORUN GÖRÜLMEDİ.;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;ÖZSÜT ANKARA ANTARES AVM;ROBOTPOS CİHAZ+MÜŞTERİ EKRANI;;R20220010110 + (R2201060141);10.06.2022;;MÜŞTERİ EKRANI MAVİ;;MÜŞTERİ EKRNAI ANAKAR DEĞİŞTİ SORUN GÖRÜLMEDİ.;;;;;;;;;;;;;;;;;;;;;;;;;;;
;20.10.2020;;DOYUYO GAZİANTEP PRİMEMALL AVM;ACCES POİNT;;1950KE063DA7029EE-Ssggly;13.06.2022;;BAĞLANTI SORUNU.;;ONUR CANDAN BEYLE KONTROL EDİLDİ BAĞLANTI SORUNU YOKTUR.;;;;;;;;;;;;;;;;;;;;;;;;;;;
;18.12.2020;;KÖFTECİ YUSUF KIRŞEHİR.;ROBOTPOS CİHAZ+(MÜŞTERİ KERANI);;R2020002134+(R2003160018);13.06.2022;;YAZAR KASA MAVİ EKRAN VERİYOR CİHAZ COM PORTU ARIZASI OLABİLİR.;;FORMAT ATILDI MÜŞTERİ EKRANI AYAĞI ONARILDI SORUN GÖRÜLMEDİ.;;;;;;;;;;;;;;;;;;;;;;;;;;;
;25.10.2018;;KAHVE DÜNYASI AYDIN FORUM AVM;ROBOTPOS YAZICI;;1612090069;13.06.2022;;RULO KAPAĞI SIKIŞIYOR.ONARIMI MÜMKÜN DEĞİLDİR.;;21.06.2022 SIFIR ROBOTPOS YAZICI GELİNCE HEMEN 1 TANE GÖNDERİLECEKTİR. SERKAN BEYİN HABERİ VARDIR.;;;;;;;;;;;;;;;;;;;;;;;;;;;
;22.03.2018;;KAHVE DÜNYASI VENEZİA AVM;ROBOTPOS YAZICI;;1708030117;13.06.2022;;SİLİK YAZMA.;;MERKEZE AİT 161228V1314ABNQ-D0361 HUGİN YAZICI VERİLDİ;;;;;;;;;;;;;;;;;;;;;;;;;;;
;13.04.2022;;KÖFTECİ YUSUF AYDIN SÖKE ARGAVLI;ROBOTPOS MÜŞTERİ EKRANI;;R2201060003;14.06.2022;;YEŞİL OLMA SORUNU.;;ANAKRT DEĞİŞTİ SORUN GÖRÜLMEDİ.;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;KAHVE DÜNYASI ESKİŞEHİR ESPARK;ROBOTPOS CİHAZ+(MÜŞTERİ KERANI);;2016001133+(2016301128);14.06.2022;;DİSK ARIZASI.;;128 GB SSD TAKILDI FORMAT ATILDI SORUN GÖRÜLEMDİ.;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;ÖZSÜT ANKARA ANTARES AVM;ROBOTPOS CİHAZ+MÜŞTERİ EKRANI;;R20220010110 + (R2201060141);15.06.2022;;MÜŞTERİ EKRANI KABLOSU KOPMUŞ 2. KEZ GELDİ.;;MÜŞTERİ EKRANI KABLOSU DEĞİŞTİRLDİ SORUN GÖRÜLMEDİ.;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;KAHVE DÜNYASI BURSA PODYUMPARK;ROBOTPOS CİHAZ+VİNTEC GÖSTERGE;;2016001166+(097DL170868021 );15.06.2022;;CİHAZ AÇILMIYOR.;;ANAKART ARIZALI ÇİNDEN YEDEK PARÇA BEKLENİYOR.;ANAKART DEĞİŞTİ SORUN GÖRÜLMEDİ.;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;TAVUK DÜNYASI İSKENDERUN PRİMEMALL;ROBOTPOS CİHAZ+MÜŞTERİ EKRANI;;R2017001164+(R2017301153);15.06.2022;;WİNDOWS GEÇ AÇILIYOR.;;BİOS UPDATE VE FORMAT ATILDI SORUN GÖRÜLMEDİ.;;;;;;;;;;;;;;;;;;;;;;;;;;;
;01.02.2021;;HD İSKENDER NEV ÇARŞI;ROBOTPOS YAZICI;;2003120300;16.06.2022;;ERROR VERİYOR KAĞIT GÖRMÜYOR.;;KAĞIT SENSÖRÜ DEĞİŞTİ SORUN GÖRÜLMEDİ.;;;;;;;;;;;;;;;;;;;;;;;;;;;
;28.12.2020;;KÖFTECİ YUSUF ÜMRANİYE ATAKENT;ROBOTPOS CİHAZ;;R2020002194;17.06.2022;;POWER PORT ARIZASI;;POWER PORT DEĞİŞTİ FORMAT ATILDI SORUN GÖRÜLMEDİ.;;;;;;;;;;;;;;;;;;;;;;;;;;;
;18.06.2018;;KAHVE DÜNYASI LARA DEDEMAN;RBOTPOS CİHAZ;;R2018001146;20.06.2022;;SES SORUNU.;;HOPALÖR DEĞİŞTİ İMAJ ATILDI SORUN GÖRÜLMEDİ.;;;;;;;;;;;;;;;;;;;;;;;;;;;
;29.06.2021;;TAVUK DÜNYASI BODRUM NEYZEN TEVFİK;ROBOTPOS YAZICI;;2003120221;21.06.2022;;KAĞIT SIKIŞIYOR.;;GARANTİ KAPSAMINDA TERMAL KAFA EDĞİŞTİ.;;;;;;;;;;;;;;;;;;;;;;;;;;;
;24.03.2021;;KÖFTECİ YUSUF AYDIN NAZİLLİ;ROBOTPOS CİHAZ;;R20210020227;22.06.2022;;AÇILMIYOR. WİNDOWS HATASI;;--FORMAT ATILDI SORUN GÖRÜLMEDİ.;;;;;;;;;;;;;;;;;;;;;;;;;;;
;31.03.2017;;ISS KARTAL SİMENS YEMEKHANE;ROBOTPOS CİHAZ+MÜŞTERİ EKRANI;;2016001139+(2016301022);23.06.2022;;DOKUNMATİK SOL ÜST TAM ALGILAMIYOR VE MÜŞTERİ EKRNAI GÖRÜNTÜ GİDİP GELİYOR.;;FORMAT ATILDI TEST EDİLDİ SORUN GÖRÜLMEDİ.;DOKUNMATİK MODUL DEĞİŞTİ SORUNSUZ ÇALIŞIYOR. ;40USD+KDV;İDRİS BEY BEY ONAYLADI.;;;;;;;;;;;;;;;;;;;;;;;;
;01.10.2019;;KAHVE DÜNYASI KEMERBURGAZ;ROBOTPOS YAZICI;;1906060390;23.06.2022;;SİLİK YAZMA.;;TERMAL KAFA DEĞİŞTİ.;;;;;;;;;;;;;;;;;;;;;;;;;;;
;04.05.2017;;KAHVE DÜNYASI ADAPAZARI AGORA AVM;ROBOTPOS CİHAZ+MÜŞTERİ EKRANI;;R2016002010 + (R2016302065);23.06.2022;;SES SORUNU. MÜŞTERİ EKRANI PİRİNÇLERİ ÇIKMIŞ;;HOPARLÖR TAKILDI FORMAT ATILDI SORUN GÖRÜLMEDİ.;;;;;;;;;;;;;;;;;;;;;;;;;;;
;09.11.2018;;KÖFTECİ RAMİZ MANİSA KULA;ROBOTPOS YAZICI;;1805120221;23.06.2022;;SİLİK YAZMA. ;;TERMAL KAFA DEĞİŞTİ.;55USD+KDV;27.06.2022 İRFAN BEY ONAYLADI KUR:16,70;;;;;;;;;;;;;;;;;;;;;;;;;
;09.07.2018;;KAHVE DÜNYASI KABATAŞ;ROBOTPOS YAZICI;;1805120238;24.06.2022;;RULO KAPAĞI MERDANE VE JİLET ARIZASI.;;MERDANE TAKIMI DEĞİŞTİ. TERMAL KAFA DEĞİŞTİ.;;;;;;;;;;;;;;;;;;;;;;;;;;;
;21.09.2018;;TAVUK DÜNYASI RİZE ŞİMAL AVM;ROBOTPOS CİHAZ;;R2018002085;24.06.2022;;SES SORUNU.;;HOPARLÖR DEĞİŞMESİ GEREKMEKTEDİR.;15usd+kdv;KADER HANIMA  ULAŞILAMADI  27.06.2022 MUSTAFA BEY ONAYLADI ;;;;;;;;;;;;;;;;;;;;;;;;;
;26.04.2022;;KÖFTECİ YUSUF AKSARAY;ROBOTPOS CİHAZ+MÜŞTERİ EKRANI;;R20220010221+(R2201060155);28.06.2022;;MÜŞTERİ EKRANI ARIZASI İÇİN GELDİ.;;MÜŞTERİ EKRANI DEĞİŞTİRİLDİ.;;;;;;;;;;;;;;;;;;;;;;;;;;;
;25.01.2022;;KAHVE DÜNYASI ANKARA ANTARES;ROBOTPOS CİHAZ+MÜŞTERİ EKRANI;;R20220010289+(R2106190232);28.06.2022;;DOKUNMATİK ARIZASI;;LCD PANEL DEĞİŞTİ DOPKUNMATİKTE SORUN YOK;;;;;;;;;;;;;;;;;;;;;;;;;;;
;03.02.2021;;POLİN CAFE BAĞCILAR MEGA YENİ BİNA;ROBOTPOS CİHAZ+MÜŞTERİ EKRANI;;R2020002128+(R2009150031);29.06.2022;;CİHAZ VE GÖSTERGE ÇALIŞMIYOR.;;MÜŞTERİ GÖSTERGESİ DEĞİŞTİRİLDİ.;;;;;;;;;;;;;;;;;;;;;;;;;;;
;21.11.2016;;KAHVE DÜNYASI DENİZLİ FORUM;ROBOTPOS CİHAZ+MÜŞTERİ EKRANI;;2016001014+(2016301124);29.06.2022;;DOKUNMATİK SORUNU.;;FORMAT ATILDI SORUN GÖRÜLMEDİ.;;;;;;;;;;;;;;;;;;;;;;;;;;;
;02.06.2017;;KAHVE DÜNYASI SAMSUN BULVAR;ROBOTPOS CİHAZ+MÜŞTERİ EKRANI;;R2016002062+(R2017302036);29.06.2022;;DOKUNMATİK SORUNU.;;FORMAT ATILDI SORUN GÖRÜLMEDİ.;;;;;;;;;;;;;;;;;;;;;;;;;;;
;29.05.2018;;KÖFTECİ RAMİZ İZMİR SEFERİHİSAR;ROBOTPOS CİHAZ;;R2018001095;29.06.2022;;DOKUNMATİK ARIZASI.;;FORMAT ATILDI DOKUNMATİK KALİBRASON YAPILDI SORUN GÖRÜLMEDİ.;;;;;;;;;;;;;;;;;;;;;;;;;;;
;29.11.2018;;MEPET PAKİŞ YOLA MARKET  BOLU GEREDE KUZEY;ROBOTPOS CİHAZ;;R2018002283;30.06.2022;;DONMA SORUNU.;;BİOS UPDATE VE FORMAT ATILSI SORUN GÖRÜLMEDİ.;;;;;;;;;;;;;;;;;;;;;;;;;;;
;07.05.2018;;ETİLER MARMARİS ZORLU AVM;MÜŞTERİ EKRANI;;R2017303038;30.06.2022;;GÖRÜNTÜ GİDİP GELİYOR.;;KABLOSU ONARILDI HAZIR.;;;;;;;;;;;;;;;;;;;;;;;;;;;
;05.06.2017;;KAHVE DÜNYASI BALIKESİR YAYLADA;ROBOTPOS CİHAZ+MÜŞTERİ EKRANI;;R2016002126+(R2016302033);30.06.2022;;SES SORUNU.;;BİOS UPDATE VE FORMAT ATILSI SORUN GÖRÜLMEDİ.;;;;;;;;;;;;;;;;;;;;;;;;;;;
;01.05.2017;;KAHVE DÜNYASI ANKARA ÇANKAYA;ROBOTPOS CİHAZ+MÜŞTERİ EKRANI;;2016001088+(2016301005);30.06.2022;;DONMA SORUNU VE KARGODA M.EKRANI AYAK KIRILMIŞ.;;BİOS UPDATE VE FORMAT ATILDI MÜŞTERİ EKRANI AYAĞI TAKILDI SORUN GÖRÜLMEDİ.;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;KASAP DÖNER CEVAHİR;ROBOTPOS CİHAZ;;R2018001080;05.07.2022;;MAVİ EKRAN VERİP KAPANIYOR;;FORMAT ATILDI TEST EDİLDİ SORUN GÖRÜLMEDİ.;;;;;;;;;;;;;;;;;;;;;;;;;;;
;17.07.2020;;KÖFTECİ YUSUF İSTANBUL ALİBEYKÖY BİZ CEVAHİR;ROBOTPOS MÜŞTERİ EKRANI;;R1910230052;05.07.2022;;MAVİ EKRAN HATASI.;;İÇİNDEKİ FLEX KABLOLARI SÖK TAK YAPILDI TEST EDİLDİ SORUN GÖRÜLMEDİ.;;;;;;;;;;;;;;;;;;;;;;;;;;;
;22.02.2022;;ETİLER MARMARİS GÜLTEPE;ROBOTPOS CİHAZ;;R20220010291;05.07.2022;;DONMA SORUNU.;;YEDEKLER ALINDI MASA ÜSÜT YEDEKLERİ DE MASA ÜSTÜNE ALINDI. İMAJ ATILDI TESTTE.;;;;;;;;;;;;;;;;;;;;;;;;;;;
;19.06.2022;;KAHVE DÜNYASI SUADİYE KÖŞK;ROBOTPOS CİHAZ+MÜŞTERİ EKRANI;;R2019001115+(R1904080020);07.07.2022;;CİHAZ ÖN ÇERÇEVE VE MÜŞTERİ EKRANI KIRIK.;;ÖN ÇERÇEVE DEĞİŞTİ.;;;;;;;;;;;;;;;;;;;;;;;;;;;
;24.12.2019;;KÖFTECİ YUSUF TEKİRDAĞ MARMARA EREĞLİSİ;ROBOTPOS CİHAZ+MÜŞTERİ EKRANI;;R2019003035 + R1910230061;08.07.2022;;KART OKUYUCU SORUNU OLARAK GELDİ.;;İMAJ ATILDI MÜŞTERİ EKRAN VİDALARI TAMAMLANDI SORUN GÖRÜLMEDİ.;;;;;;;;;;;;;;;;;;;;;;;;;;;
;13.07.2020;;KÖFTECİ YUSUF İSTANBUL ÇEKMEKÖY;ROBOTPOS CİHAZ+MÜŞTERİ EKRANI;;R2019003155 + (R1910230083);18.07.2022;;CİHAZ HASAR ALMIŞ. EKRAN TAM OTURMUYOR KART OKUYUCU ERİMİŞ MÜŞTERİ EKRAN AYAĞI TAM TUTMUYOR.;;ARKA KASA DEĞİŞİMİ, KART OKUYUCU DEĞİŞİMİ, MÜŞTERİ EKRANI ÖN ÇERÇEVE VE ARKA KASASI DEĞİŞMESİ GEREKİYOR.ciihaz ön çerçeve ve dokunmatik panel;ARKA KASA 40 USD+KDV--KART OKUYUCU 75 USD+KDV-MÜŞTERİ ERKNAI ÖN ÇERÇEVE VE ARKADA KASA80+40 USD+KDV,,,CİHAZ ÖN ÇERÇEVE 70 USD+KDV DOKUNMATİK PANEL 220 USD+KDV TOPLAM 525 USD+KDV;;26.07.2022 de bahri beye mail atıldı oany bekleniyor.--29.07.2022 de bahri bey onayladı.;;;;;;;;;;;;;;;;;;;;;;;;
;22.02.2021;;ET İŞLERİ MEYDAN AVM;ROBOTPOS YAZICI;;2003120115;18.07.2022;;FİŞ KESMİYOR.;;MERDANE TAKIMI DEĞİŞTİ.;;;;;;;;;;;;;;;;;;;;;;;;;;;
